NIVNOME,TERCODIGO,TERNOME,TERNOMEPADRAO,TERCAPITAL,TERAREA,NIVAMC
,,(não definido),(NAO DEFINIDO),,,
Brasil,0,Brasil,BRASIL,,8531507.6,
Regiões,1,Região Norte,REGIAO NORTE,,3869637.9,
Estados,11,Rondônia,RONDONIA,,238512.80000000005,
Municípios,1100015,Alta Floresta D'Oeste,ALTA FLORESTA D'OESTE,,7111.8,
Municípios,1100023,Ariquemes,ARIQUEMES,,4995.3,
Municípios,1100031,Cabixi,CABIXI,,1530.7,
Municípios,1100049,Cacoal,CACOAL,,3808.4,
Municípios,1100056,Cerejeiras,CEREJEIRAS,,2645,
Municípios,1100064,Colorado do Oeste,COLORADO DO OESTE,,1442.4,
Municípios,1100072,Corumbiara,CORUMBIARA,,3079.7,
Municípios,1100080,Costa Marques,COSTA MARQUES,,5140.6,
AMC 91-00,110009,Espigão D'Oeste,ESPIGAO D'OESTE,,4523.8,true
Municípios,1100098,Espigão D'Oeste,ESPIGAO D'OESTE,,4523.8,true
Microrregiões,11001,Porto Velho,PORTO VELHO,,65905.9,true
AMC 91-00,110010,Guajará-Mirim,GUAJARA-MIRIM,,25214,true
Municípios,1100106,Guajará-Mirim,GUAJARA-MIRIM,,25214,true
Municípios,1100114,Jaru,JARU,,2909.6,true
AMC 91-00,110012,Ji-Paraná,JI-PARANA,,6922.5,true
Municípios,1100122,Ji-Paraná,JI-PARANA,,6922.5,true
Municípios,1100130,Machadinho D'Oeste,MACHADINHO D'OESTE,,8556.1,true
AMC 91-00,110014,Nova Brasilândia D'Oeste,NOVA BRASILANDIA D'OESTE,,1159.9,true
Municípios,1100148,Nova Brasilândia D'Oeste,NOVA BRASILANDIA D'OESTE,,1159.9,true
Municípios,1100155,Ouro Preto do Oeste,OURO PRETO DO OESTE,,1978.2,true
Municípios,1100189,Pimenta Bueno,PIMENTA BUENO,,6258,true
Microrregiões,11002,Guajará-Mirim,GUAJARA-MIRIM,,41315.6,true
Municípios,1100205,Porto Velho,PORTO VELHO,true,34209.5,true
AMC 91-00,110025,Presidente Médici,PRESIDENTE MEDICI,true,1693.4,true
Municípios,1100254,Presidente Médici,PRESIDENTE MEDICI,true,1693.4,true
Municípios,1100262,Rio Crespo,RIO CRESPO,true,1729.9,true
Municípios,1100288,Rolim de Moura,ROLIM DE MOURA,true,1487.3,true
AMC 91-00,110029,Santa Luzia D'Oeste,SANTA LUZIA D'OESTE,true,1187.7,true
Municípios,1100296,Santa Luzia D'Oeste,SANTA LUZIA D'OESTE,true,1187.7,true
Microrregiões,11003,Ariquemes,ARIQUEMES,true,24500.100000000002,true
Municípios,1100304,Vilhena,VILHENA,true,11411.2,true
Municípios,1100320,São Miguel do Guaporé,SAO MIGUEL DO GUAPORE,true,7814.9,true
AMC 91-00,110033,Nova Mamoré,NOVA MAMORE,true,10113.4,true
Municípios,1100338,Nova Mamoré,NOVA MAMORE,true,10113.4,true
Municípios,1100346,Alvorada D'Oeste,ALVORADA D'OESTE,true,2982.2,true
Municípios,1100379,Alto Alegre dos Parecis,ALTO ALEGRE DOS PARECIS,true,3952.7,true
Microrregiões,11004,Ji-Paraná,JI-PARANA,true,25124.800000000003,true
Municípios,1100403,Alto Paraíso,ALTO PARAISO,true,2658.7,true
Municípios,1100452,Buritis,BURITIS,true,3286.6,true
Microrregiões,11005,Alvorada D'Oeste,ALVORADA D'OESTE,true,15617.6,true
Municípios,1100502,Novo Horizonte do Oeste,NOVO HORIZONTE DO OESTE,true,833.5,true
Microrregiões,11006,Cacoal,CACOAL,true,24681.7,true
Municípios,1100601,Cacaulândia,CACAULANDIA,true,2010.4,true
Microrregiões,11007,Vilhena,VILHENA,true,26540.4,true
Municípios,1100700,Campo Novo de Rondônia,CAMPO NOVO DE RONDONIA,true,3455.9,true
Microrregiões,11008,Colorado do Oeste,COLORADO DO OESTE,true,14826.699999999999,true
Municípios,1100809,Candeias do Jamari,CANDEIAS DO JAMARI,true,6867.6,true
Municípios,1100908,Castanheiras,CASTANHEIRAS,true,901.2,true
Municípios,1100924,Chupinguaia,CHUPINGUAIA,true,5150.7,true
Municípios,1100940,Cujubim,CUJUBIM,true,4034.9,true
Mesorregiões,1101,Madeira-Guaporé,MADEIRA-GUAPORE,true,107221.5,true
Municípios,1101005,Governador Jorge Teixeira,GOVERNADOR JORGE TEIXEIRA,true,5091.6,true
Municípios,1101104,Itapuã do Oeste,ITAPUA DO OESTE,true,3938,true
Municípios,1101203,Ministro Andreazza,MINISTRO ANDREAZZA,true,875.3,true
Municípios,1101302,Mirante da Serra,MIRANTE DA SERRA,true,1253.7,true
Municípios,1101401,Monte Negro,MONTE NEGRO,true,1413.4,true
Municípios,1101435,Nova União,NOVA UNIAO,true,804.1,true
Municípios,1101450,Parecis,PARECIS,true,2558.6,true
Municípios,1101468,Pimenteiras do Oeste,PIMENTEIRAS DO OESTE,true,6128.9,true
Municípios,1101476,Primavera de Rondônia,PRIMAVERA DE RONDONIA,true,615.4,true
Municípios,1101484,São Felipe D'Oeste,SAO FELIPE D'OESTE,true,546.5,true
Municípios,1101492,São Francisco do Guaporé,SAO FRANCISCO DO GUAPORE,true,10961,true
Municípios,1101500,Seringueiras,SERINGUEIRAS,true,3660.6,true
Municípios,1101559,Teixeirópolis,TEIXEIROPOLIS,true,455.8,true
Municípios,1101609,Theobroma,THEOBROMA,true,2199,true
Municípios,1101708,Urupá,URUPA,true,849.7,true
Municípios,1101757,Vale do Anari,VALE DO ANARI,true,3136.3,true
Municípios,1101807,Vale do Paraíso,VALE DO PARAISO,true,967.2,true
Mesorregiões,1102,Leste Rondoniense,LESTE RONDONIENSE,true,131291.29999999996,true
AMC 20-00,11AMC2097001,AMC2097 001,AMC2097 001,true,238512.80000000005,true
AMC 40-00,11AMC4097001,AMC4097 001,AMC4097 001,true,238512.80000000005,true
AMC 60-00,11AMC6097001,AMC6097 001,AMC6097 001,true,238512.80000000005,true
AMC 70-00,11AMC7097001,AMC7097 001,AMC7097 001,true,238512.80000000005,true
AMC 91-00,11AMC9197001,AMC9197 001,AMC9197 001,true,4683.7,true
AMC 91-00,11AMC9197002,AMC9197 002,AMC9197 002,true,21369.1,true
AMC 91-00,11AMC9197003,AMC9197 003,AMC9197 003,true,27577.1,true
AMC 91-00,11AMC9197004,AMC9197 004,AMC9197 004,true,10200.2,true
AMC 91-00,11AMC9197005,AMC9197 005,AMC9197 005,true,9290.9,true
AMC 91-00,11AMC9197006,AMC9197 006,AMC9197 006,true,80292.59999999999,true
AMC 91-00,11AMC9197007,AMC9197 007,AMC9197 007,true,3222,true
AMC 91-00,11AMC9197008,AMC9197 008,AMC9197 008,true,31062.500000000004,true
Estados,12,Acre,ACRE,true,153149.9,true
Municípios,1200013,Acrelândia,ACRELANDIA,true,1609.7,true
AMC 91-00,120005,Assis Brasil,ASSIS BRASIL,true,2884.2,true
Municípios,1200054,Assis Brasil,ASSIS BRASIL,true,2884.2,true
Microrregiões,12001,Cruzeiro do Sul,CRUZEIRO DO SUL,true,29686.200000000004,true
Municípios,1200104,Brasiléia,BRASILEIA,true,4356.4,true
Municípios,1200138,Bujari,BUJARI,true,3397.9,true
Municípios,1200179,Capixaba,CAPIXABA,true,1724,true
Microrregiões,12002,Tarauacá,TARAUACA,true,45537.6,true
Municípios,1200203,Cruzeiro do Sul,CRUZEIRO DO SUL,true,7881.5,true
Municípios,1200252,Epitaciolândia,EPITACIOLANDIA,true,1659.3,true
Microrregiões,12003,Sena Madureira,SENA MADUREIRA,true,40823.600000000006,true
AMC 40-00,120030,Feijó,FEIJO,true,22721.6,true
AMC 60-00,120030,Feijó,FEIJO,true,22721.6,true
AMC 91-00,120030,Feijó,FEIJO,true,22721.6,true
AMC 70-00,120030,Feijó,FEIJO,true,22721.6,true
Municípios,1200302,Feijó,FEIJO,true,22721.6,true
Municípios,1200328,Jordão,JORDAO,true,6695.5,true
Municípios,1200336,Mâncio Lima,MANCIO LIMA,true,4692.2,true
Municípios,1200344,Manoel Urbano,MANOEL URBANO,true,9477.2,true
Municípios,1200351,Marechal Thaumaturgo,MARECHAL THAUMATURGO,true,7700.6,true
Municípios,1200385,Plácido de Castro,PLACIDO DE CASTRO,true,2055.6,true
Municípios,1200393,Porto Walter,PORTO WALTER,true,6093.4,true
Microrregiões,12004,Rio Branco,RIO BRANCO,true,23479,true
Municípios,1200401,Rio Branco,RIO BRANCO,true,9962.4,true
Municípios,1200427,Rodrigues Alves,RODRIGUES ALVES,true,3318.5,true
Municípios,1200435,Santa Rosa do Purus,SANTA ROSA DO PURUS,true,6049.7,true
Municípios,1200450,Senador Guiomard,SENADOR GUIOMARD,true,1806.4,true
Microrregiões,12005,Brasiléia,BRASILEIA,true,13623.5,true
AMC 91-00,120050,Sena Madureira,SENA MADUREIRA,true,25296.7,true
Municípios,1200500,Sena Madureira,SENA MADUREIRA,true,25296.7,true
Municípios,1200609,Tarauacá,TARAUACA,true,16120.5,true
Municípios,1200708,Xapuri,XAPURI,true,4723.6,true
Municípios,1200807,Porto Acre,PORTO ACRE,true,2923,true
Mesorregiões,1201,Vale do Juruá,VALE DO JURUA,true,75223.8,true
Mesorregiões,1202,Vale do Acre,VALE DO ACRE,true,77926.1,true
AMC 20-00,12AMC2097001,AMC2097 001,AMC2097 001,true,29686.200000000004,true
AMC 20-00,12AMC2097002,AMC2097 002,AMC2097 002,true,77926.1,true
AMC 20-00,12AMC2097003,AMC2097 003,AMC2097 003,true,45537.6,true
AMC 40-00,12AMC4097001,AMC4097 001,AMC4097 001,true,29686.200000000004,true
AMC 40-00,12AMC4097002,AMC4097 002,AMC4097 002,true,77926.1,true
AMC 40-00,12AMC4097003,AMC4097 003,AMC4097 003,true,22816,true
AMC 60-00,12AMC6097001,AMC6097 001,AMC6097 001,true,29686.200000000004,true
AMC 60-00,12AMC6097002,AMC6097 002,AMC6097 002,true,77926.1,true
AMC 60-00,12AMC6097003,AMC6097 003,AMC6097 003,true,22816,true
AMC 70-00,12AMC7097001,AMC7097 001,AMC7097 001,true,29686.200000000004,true
AMC 70-00,12AMC7097002,AMC7097 002,AMC7097 002,true,77926.1,true
AMC 70-00,12AMC7097003,AMC7097 003,AMC7097 003,true,22816,true
AMC 91-00,12AMC9197001,AMC9197 001,AMC9197 001,true,29686.200000000004,true
AMC 91-00,12AMC9197002,AMC9197 002,AMC9197 002,true,15526.900000000001,true
AMC 91-00,12AMC9197003,AMC9197 003,AMC9197 003,true,28746.6,true
AMC 91-00,12AMC9197004,AMC9197 004,AMC9197 004,true,5471.700000000001,true
AMC 91-00,12AMC9197005,AMC9197 005,AMC9197 005,true,22816,true
Estados,13,Amazonas,AMAZONAS,true,1577820.2000000004,true
AMC 91-00,130002,Alvarães,ALVARAES,true,5937.9,true
Municípios,1300029,Alvarães,ALVARAES,true,5937.9,true
AMC 91-00,130006,Amaturá,AMATURA,true,4780.1,true
Municípios,1300060,Amaturá,AMATURA,true,4780.1,true
AMC 91-00,130008,Anamã,ANAMA,true,2464.8,true
Municípios,1300086,Anamã,ANAMA,true,2464.8,true
Microrregiões,13001,Rio Negro,RIO NEGRO,true,333857.3,true
AMC 91-00,130010,Anori,ANORI,true,6274.5,true
Municípios,1300102,Anori,ANORI,true,6274.5,true
AMC 91-00,130014,Apuí,APUI,true,54251,true
Municípios,1300144,Apuí,APUI,true,54251,true
Microrregiões,13002,Japurá,JAPURA,true,73029.1,true
AMC 60-00,130020,Atalaia do Norte,ATALAIA DO NORTE,true,76687.1,true
AMC 91-00,130020,Atalaia do Norte,ATALAIA DO NORTE,true,76687.1,true
AMC 70-00,130020,Atalaia do Norte,ATALAIA DO NORTE,true,76687.1,true
Municípios,1300201,Atalaia do Norte,ATALAIA DO NORTE,true,76687.1,true
Microrregiões,13003,Alto Solimões,ALTO SOLIMOES,true,214217.8,true
AMC 91-00,130030,Autazes,AUTAZES,true,7632.1,true
Municípios,1300300,Autazes,AUTAZES,true,7632.1,true
Microrregiões,13004,Juruá,JURUA,true,122693.5,true
AMC 20-00,130040,Barcelos,BARCELOS,true,123120.9,true
AMC 40-00,130040,Barcelos,BARCELOS,true,123120.9,true
AMC 60-00,130040,Barcelos,BARCELOS,true,123120.9,true
AMC 91-00,130040,Barcelos,BARCELOS,true,123120.9,true
AMC 70-00,130040,Barcelos,BARCELOS,true,123120.9,true
Municípios,1300409,Barcelos,BARCELOS,true,123120.9,true
Microrregiões,13005,Tefé,TEFE,true,40038.600000000006,true
AMC 91-00,130050,Barreirinha,BARREIRINHA,true,5749.8,true
Municípios,1300508,Barreirinha,BARREIRINHA,true,5749.8,true
Microrregiões,13006,Coari,COARI,true,112082.1,true
AMC 91-00,130060,Benjamin Constant,BENJAMIN CONSTANT,true,8742.6,true
Municípios,1300607,Benjamin Constant,BENJAMIN CONSTANT,true,8742.6,true
AMC 91-00,130063,Beruri,BERURI,true,17326.1,true
Municípios,1300631,Beruri,BERURI,true,17326.1,true
AMC 91-00,130068,Boa Vista do Ramos,BOA VISTA DO RAMOS,true,2598.1,true
Municípios,1300680,Boa Vista do Ramos,BOA VISTA DO RAMOS,true,2598.1,true
Microrregiões,13007,Manaus,MANAUS,true,41424.5,true
AMC 20-00,130070,Boca do Acre,BOCA DO ACRE,true,22503.6,true
AMC 40-00,130070,Boca do Acre,BOCA DO ACRE,true,22503.6,true
AMC 60-00,130070,Boca do Acre,BOCA DO ACRE,true,22503.6,true
AMC 91-00,130070,Boca do Acre,BOCA DO ACRE,true,22503.6,true
AMC 70-00,130070,Boca do Acre,BOCA DO ACRE,true,22503.6,true
Municípios,1300706,Boca do Acre,BOCA DO ACRE,true,22503.6,true
Microrregiões,13008,Rio Preto da Eva,RIO PRETO DA EVA,true,31373.5,true
AMC 91-00,130080,Borba,BORBA,true,44452.6,true
Municípios,1300805,Borba,BORBA,true,44452.6,true
AMC 91-00,130083,Caapiranga,CAAPIRANGA,true,9498.6,true
Municípios,1300839,Caapiranga,CAAPIRANGA,true,9498.6,true
Microrregiões,13009,Itacoatiara,ITACOATIARA,true,25498.400000000005,true
AMC 60-00,130090,Canutama,CANUTAMA,true,29946.5,true
AMC 91-00,130090,Canutama,CANUTAMA,true,29946.5,true
AMC 70-00,130090,Canutama,CANUTAMA,true,29946.5,true
Municípios,1300904,Canutama,CANUTAMA,true,29946.5,true
Mesorregiões,1301,Norte Amazonense,NORTE AMAZONENSE,true,406886.4,true
Microrregiões,13010,Parintins,PARINTINS,true,107507.6,true
AMC 91-00,130100,Carauari,CARAUARI,true,25881.2,true
Municípios,1301001,Carauari,CARAUARI,true,25881.2,true
Microrregiões,13011,Boca do Acre,BOCA DO ACRE,true,65950.2,true
AMC 91-00,130110,Careiro,CAREIRO,true,6124.3,true
Municípios,1301100,Careiro,CAREIRO,true,6124.3,true
AMC 91-00,130115,Careiro da Várzea,CAREIRO DA VARZEA,true,2643,true
Municípios,1301159,Careiro da Várzea,CAREIRO DA VARZEA,true,2643,true
Microrregiões,13012,Purus,PURUS,true,188168.2,true
AMC 20-00,130120,Coari,COARI,true,57529.7,true
AMC 40-00,130120,Coari,COARI,true,57529.7,true
AMC 60-00,130120,Coari,COARI,true,57529.7,true
AMC 91-00,130120,Coari,COARI,true,57529.7,true
AMC 70-00,130120,Coari,COARI,true,57529.7,true
Municípios,1301209,Coari,COARI,true,57529.7,true
Microrregiões,13013,Madeira,MADEIRA,true,221979.40000000002,true
AMC 91-00,130130,Codajás,CODAJAS,true,18988.4,true
Municípios,1301308,Codajás,CODAJAS,true,18988.4,true
AMC 60-00,130140,Eirunepé,EIRUNEPE,true,15946,true
AMC 91-00,130140,Eirunepé,EIRUNEPE,true,15946,true
AMC 70-00,130140,Eirunepé,EIRUNEPE,true,15946,true
Municípios,1301407,Eirunepé,EIRUNEPE,true,15946,true
AMC 60-00,130150,Envira,ENVIRA,true,13381.1,true
AMC 70-00,130150,Envira,ENVIRA,true,13381.1,true
AMC 91-00,130150,Envira,ENVIRA,true,13381.1,true
Municípios,1301506,Envira,ENVIRA,true,13381.1,true
AMC 60-00,130160,Fonte Boa,FONTE BOA,true,12165,true
AMC 91-00,130160,Fonte Boa,FONTE BOA,true,12165,true
AMC 70-00,130160,Fonte Boa,FONTE BOA,true,12165,true
Municípios,1301605,Fonte Boa,FONTE BOA,true,12165,true
AMC 91-00,130165,Guajará,GUAJARA,true,8983.7,true
Municípios,1301654,Guajará,GUAJARA,true,8983.7,true
AMC 60-00,130170,Humaitá,HUMAITA,true,33213.3,true
AMC 20-00,130170,Humaitá,HUMAITA,true,33213.3,true
AMC 40-00,130170,Humaitá,HUMAITA,true,33213.3,true
AMC 91-00,130170,Humaitá,HUMAITA,true,33213.3,true
AMC 70-00,130170,Humaitá,HUMAITA,true,33213.3,true
Municípios,1301704,Humaitá,HUMAITA,true,33213.3,true
AMC 91-00,130180,Ipixuna,IPIXUNA,true,13630.7,true
Municípios,1301803,Ipixuna,IPIXUNA,true,13630.7,true
AMC 91-00,130185,Iranduba,IRANDUBA,true,2213.6,true
Municípios,1301852,Iranduba,IRANDUBA,true,2213.6,true
AMC 91-00,130190,Itacoatiara,ITACOATIARA,true,8949.2,true
Municípios,1301902,Itacoatiara,ITACOATIARA,true,8949.2,true
AMC 91-00,130195,Itamarati,ITAMARATI,true,25385.2,true
Municípios,1301951,Itamarati,ITAMARATI,true,25385.2,true
Mesorregiões,1302,Sudoeste Amazonense,SUDOESTE AMAZONENSE,true,336911.3,true
AMC 91-00,130200,Itapiranga,ITAPIRANGA,true,4249.6,true
Municípios,1302009,Itapiranga,ITAPIRANGA,true,4249.6,true
AMC 60-00,130210,Japurá,JAPURA,true,56042.9,true
AMC 91-00,130210,Japurá,JAPURA,true,56042.9,true
AMC 70-00,130210,Japurá,JAPURA,true,56042.9,true
Municípios,1302108,Japurá,JAPURA,true,56042.9,true
AMC 60-00,130220,Juruá,JURUA,true,19485.6,true
AMC 70-00,130220,Juruá,JURUA,true,19485.6,true
AMC 91-00,130220,Juruá,JURUA,true,19485.6,true
Municípios,1302207,Juruá,JURUA,true,19485.6,true
AMC 60-00,130230,Jutaí,JUTAI,true,69857.4,true
AMC 91-00,130230,Jutaí,JUTAI,true,69857.4,true
AMC 70-00,130230,Jutaí,JUTAI,true,69857.4,true
Municípios,1302306,Jutaí,JUTAI,true,69857.4,true
AMC 60-00,130240,Lábrea,LABREA,true,68508.6,true
AMC 70-00,130240,Lábrea,LABREA,true,68508.6,true
AMC 91-00,130240,Lábrea,LABREA,true,68508.6,true
Municípios,1302405,Lábrea,LABREA,true,68508.6,true
AMC 91-00,130250,Manacapuru,MANACAPURU,true,7367.9,true
Municípios,1302504,Manacapuru,MANACAPURU,true,7367.9,true
AMC 91-00,130255,Manaquiri,MANAQUIRI,true,3985.1,true
Municípios,1302553,Manaquiri,MANAQUIRI,true,3985.1,true
AMC 91-00,130260,Manaus,MANAUS,true,11458.5,true
Municípios,1302603,Manaus,MANAUS,true,11458.5,true
AMC 60-00,130270,Manicoré,MANICORE,true,48491.2,true
AMC 91-00,130270,Manicoré,MANICORE,true,48491.2,true
AMC 70-00,130270,Manicoré,MANICORE,true,48491.2,true
Municípios,1302702,Manicoré,MANICORE,true,48491.2,true
AMC 60-00,130280,Maraã,MARAA,true,16986.2,true
AMC 70-00,130280,Maraã,MARAA,true,16986.2,true
AMC 91-00,130280,Maraã,MARAA,true,16986.2,true
Municípios,1302801,Maraã,MARAA,true,16986.2,true
AMC 91-00,130290,Maués,MAUES,true,40163.8,true
Municípios,1302900,Maués,MAUES,true,40163.8,true
Mesorregiões,1303,Centro Amazonense,CENTRO AMAZONENSE,true,357924.7,true
AMC 60-00,130300,Nhamundá,NHAMUNDA,true,14173.5,true
AMC 91-00,130300,Nhamundá,NHAMUNDA,true,14173.5,true
AMC 70-00,130300,Nhamundá,NHAMUNDA,true,14173.5,true
Municípios,1303007,Nhamundá,NHAMUNDA,true,14173.5,true
AMC 60-00,130310,Nova Olinda do Norte,NOVA OLINDA DO NORTE,true,5633,true
AMC 70-00,130310,Nova Olinda do Norte,NOVA OLINDA DO NORTE,true,5633,true
AMC 91-00,130310,Nova Olinda do Norte,NOVA OLINDA DO NORTE,true,5633,true
Municípios,1303106,Nova Olinda do Norte,NOVA OLINDA DO NORTE,true,5633,true
AMC 91-00,130320,Novo Airão,NOVO AIRAO,true,37940.2,true
Municípios,1303205,Novo Airão,NOVO AIRAO,true,37940.2,true
AMC 91-00,130330,Novo Aripuanã,NOVO ARIPUANA,true,41571.3,true
Municípios,1303304,Novo Aripuanã,NOVO ARIPUANA,true,41571.3,true
AMC 60-00,130340,Parintins,PARINTINS,true,6004.9,true
AMC 91-00,130340,Parintins,PARINTINS,true,6004.9,true
AMC 70-00,130340,Parintins,PARINTINS,true,6004.9,true
Municípios,1303403,Parintins,PARINTINS,true,6004.9,true
AMC 60-00,130350,Pauini,PAUINI,true,43446.6,true
AMC 70-00,130350,Pauini,PAUINI,true,43446.6,true
AMC 91-00,130350,Pauini,PAUINI,true,43446.6,true
Municípios,1303502,Pauini,PAUINI,true,43446.6,true
AMC 91-00,130353,Presidente Figueiredo,PRESIDENTE FIGUEIREDO,true,25534.5,true
Municípios,1303536,Presidente Figueiredo,PRESIDENTE FIGUEIREDO,true,25534.5,true
AMC 91-00,130356,Rio Preto da Eva,RIO PRETO DA EVA,true,5839,true
Municípios,1303569,Rio Preto da Eva,RIO PRETO DA EVA,true,5839,true
AMC 60-00,130360,Santa Isabel do Rio Negro,SANTA ISABEL DO RIO NEGRO,true,63127.2,true
AMC 91-00,130360,Santa Isabel do Rio Negro,SANTA ISABEL DO RIO NEGRO,true,63127.2,true
AMC 70-00,130360,Santa Isabel do Rio Negro,SANTA ISABEL DO RIO NEGRO,true,63127.2,true
Municípios,1303601,Santa Isabel do Rio Negro,SANTA ISABEL DO RIO NEGRO,true,63127.2,true
AMC 91-00,130370,Santo Antônio do Içá,SANTO ANTONIO DO ICA,true,12363,true
Municípios,1303700,Santo Antônio do Içá,SANTO ANTONIO DO ICA,true,12363,true
AMC 60-00,130380,São Gabriel da Cachoeira,SAO GABRIEL DA CACHOEIRA,true,109669,true
AMC 91-00,130380,São Gabriel da Cachoeira,SAO GABRIEL DA CACHOEIRA,true,109669,true
AMC 70-00,130380,São Gabriel da Cachoeira,SAO GABRIEL DA CACHOEIRA,true,109669,true
Municípios,1303809,São Gabriel da Cachoeira,SAO GABRIEL DA CACHOEIRA,true,109669,true
AMC 91-00,130390,São Paulo de Olivença,SAO PAULO DE OLIVENCA,true,19922,true
Municípios,1303908,São Paulo de Olivença,SAO PAULO DE OLIVENCA,true,19922,true
AMC 91-00,130395,São Sebastião do Uatumã,SAO SEBASTIAO DO UATUMA,true,10788.7,true
Municípios,1303957,São Sebastião do Uatumã,SAO SEBASTIAO DO UATUMA,true,10788.7,true
Mesorregiões,1304,Sul Amazonense,SUL AMAZONENSE,true,476097.8,true
AMC 91-00,130400,Silves,SILVES,true,3747.2,true
Municípios,1304005,Silves,SILVES,true,3747.2,true
AMC 91-00,130406,Tabatinga,TABATINGA,true,3239.3,true
Municípios,1304062,Tabatinga,TABATINGA,true,3239.3,true
AMC 91-00,130410,Tapauá,TAPAUA,true,89713.1,true
Municípios,1304104,Tapauá,TAPAUA,true,89713.1,true
AMC 91-00,130420,Tefé,TEFE,true,23808.9,true
Municípios,1304203,Tefé,TEFE,true,23808.9,true
AMC 91-00,130423,Tonantins,TONANTINS,true,6461.3,true
Municípios,1304237,Tonantins,TONANTINS,true,6461.3,true
AMC 91-00,130426,Uarini,UARINI,true,10291.8,true
Municípios,1304260,Uarini,UARINI,true,10291.8,true
AMC 91-00,130430,Urucará,URUCARA,true,28028.8,true
Municípios,1304302,Urucará,URUCARA,true,28028.8,true
AMC 91-00,130440,Urucurituba,URUCURITUBA,true,2919.4,true
Municípios,1304401,Urucurituba,URUCURITUBA,true,2919.4,true
AMC 20-00,13AMC2097001,AMC2097 001,AMC2097 001,true,111955.20000000001,true
AMC 20-00,13AMC2097002,AMC2097 002,AMC2097 002,true,466884.30000000005,true
AMC 20-00,13AMC2097003,AMC2097 003,AMC2097 003,true,20178.4,true
AMC 20-00,13AMC2097004,AMC2097 004,AMC2097 004,true,172796.2,true
AMC 20-00,13AMC2097005,AMC2097 005,AMC2097 005,true,132195.40000000002,true
AMC 20-00,13AMC2097006,AMC2097 006,AMC2097 006,true,437443.20000000007,true
AMC 40-00,13AMC4097001,AMC4097 001,AMC4097 001,true,82022.4,true
AMC 40-00,13AMC4097002,AMC4097 002,AMC4097 002,true,111955.20000000001,true
AMC 40-00,13AMC4097003,AMC4097 003,AMC4097 003,true,466884.30000000005,true
AMC 40-00,13AMC4097004,AMC4097 004,AMC4097 004,true,20178.4,true
AMC 40-00,13AMC4097005,AMC4097 005,AMC4097 005,true,172796.2,true
AMC 40-00,13AMC4097006,AMC4097 006,AMC4097 006,true,132195.40000000002,true
AMC 40-00,13AMC4097007,AMC4097 007,AMC4097 007,true,355420.80000000005,true
AMC 60-00,13AMC6097001,AMC6097 001,AMC6097 001,true,140979.5,true
AMC 60-00,13AMC6097002,AMC6097 002,AMC6097 002,true,22614.4,true
AMC 60-00,13AMC6097003,AMC6097 003,AMC6097 003,true,361329.00000000006,true
AMC 60-00,13AMC6097004,AMC6097 004,AMC6097 004,true,51431.100000000006,true
AMC 60-00,13AMC6097005,AMC6097 005,AMC6097 005,true,55508.3,true
AMC 60-00,13AMC6097006,AMC6097 006,AMC6097 006,true,40038.600000000006,true
AMC 70-00,13AMC7097001,AMC7097 001,AMC7097 001,true,140979.5,true
AMC 70-00,13AMC7097002,AMC7097 002,AMC7097 002,true,22614.4,true
AMC 70-00,13AMC7097003,AMC7097 003,AMC7097 003,true,361329.00000000006,true
AMC 70-00,13AMC7097004,AMC7097 004,AMC7097 004,true,51431.100000000006,true
AMC 70-00,13AMC7097005,AMC7097 005,AMC7097 005,true,55508.3,true
AMC 70-00,13AMC7097006,AMC7097 006,AMC7097 006,true,40038.600000000006,true
Estados,14,Roraima,RORAIMA,true,225116.1,true
Municípios,1400027,Amajari,AMAJARI,true,28598.4,true
AMC 91-00,140005,Alto Alegre,ALTO ALEGRE,true,26109.7,true
Municípios,1400050,Alto Alegre,ALTO ALEGRE,true,26109.7,true
Microrregiões,14001,Boa Vista,BOA VISTA,true,68483.90000000001,true
Municípios,1400100,Boa Vista,BOA VISTA,true,5711.9,true
Municípios,1400159,Bonfim,BONFIM,true,8131.5,true
Municípios,1400175,Cantá,CANTA,true,7691,true
Microrregiões,14002,Nordeste de Roraima,NORDESTE DE RORAIMA,true,30921.100000000002,true
Municípios,1400209,Caracaraí,CARACARAI,true,47623.6,true
Municípios,1400233,Caroebe,CAROEBE,true,12098.5,true
Municípios,1400282,Iracema,IRACEMA,true,14403.9,true
Microrregiões,14003,Caracaraí,CARACARAI,true,74009,true
Municípios,1400308,Mucajaí,MUCAJAI,true,11981.5,true
Microrregiões,14004,Sudeste de Roraima,SUDESTE DE RORAIMA,true,51702.1,true
Municípios,1400407,Normandia,NORMANDIA,true,7007.9,true
Municípios,1400456,Pacaraima,PACARAIMA,true,8063.9,true
Municípios,1400472,Rorainópolis,RORAINOPOLIS,true,33745,true
Municípios,1400506,São João da Baliza,SAO JOAO DA BALIZA,true,4324.7,true
Municípios,1400605,São Luiz,SAO LUIZ,true,1533.9,true
Municípios,1400704,Uiramutã,UIRAMUTA,true,8090.7,true
Mesorregiões,1401,Norte de Roraima,NORTE DE RORAIMA,true,99405,true
Mesorregiões,1402,Sul de Roraima,SUL DE RORAIMA,true,125711.09999999999,true
AMC 1872-00,14AMC1872_1997001,AMC1872_1997 001,AMC1872_1997 001,true,521033.2000000001,true
AMC 20-00,14AMC2097001,AMC2097 001,AMC2097 001,true,225116.1,true
